board,player,action,value
.O..XX.XO,O,6,-0.2
.O..XXO..,X,2,0.36000000000000004
.O..XXO..,X,8,0.2
.O..XXO.X,O,3,-0.2
.O..XXOXO,X,3,0.2
.O..XXXOO,X,2,0.2
.O.O..X.X,X,4,0.5904
.O.O..XX.,X,4,0.2
.O.O..XX.,X,8,0.2
.O.O.X..X,X,7,0.2
.O.O.X.XX,O,0,-0.2
.O.O.XX..,X,0,0.2
.O.O.XX..,X,7,0.0
.O.O.XXOX,X,0,-0.2
.O.O.XXX.,O,8,0.0
.O.O.XXXO,X,4,0.0
.O.OOXX.X,X,0,-0.2
.O.OOXX.X,X,2,0.2
.O.OX...X,X,6,0.83222784
.O.OX..X.,X,0,0.36000000000000004
.O.OX..X.,X,5,-0.03999999999999998
.O.OX.X..,X,2,0.2
.O.OX.X..,X,7,0.24192
.O.OX.X.X,O,0,-0.488
.O.OX.X.X,O,2,-0.488
.O.OX.X.X,O,5,-0.488
.O.OX.X.X,O,7,-0.488
.O.OX.XOX,X,0,0.5904
.O.OX.XOX,X,2,0.2
.O.OX.XX.,O,0,-0.2
.O.OX.XX.,O,2,-0.2
.O.OX.XX.,O,5,-0.2
.O.OX.XX.,O,8,0.0
.O.OX.XXO,X,0,0.0
.O.OX.XXO,X,5,0.0
.O.OXO.XX,X,2,0.2
.O.OXOX.X,X,0,0.67232
.O.OXOXX.,X,8,0.2
.O.OXX...,X,0,0.0
.O.OXX...,X,8,0.36000000000000004
.O.OXX..X,O,7,-0.36000000000000004
.O.OXX.OX,X,0,0.36000000000000004
.O.OXX.OX,X,6,0.2
.O.OXX.X.,O,0,0.2
.O.OXX.X.,O,8,-0.2
.O.OXX.XO,X,0,0.0
.O.OXX.XO,X,6,0.16
.O.OXXO.X,X,0,0.2
.O.OXXXO.,X,0,0.2
.O.OXXXOX,O,0,-0.2
.O.OXXXXO,O,0,-0.2
.O.OXXXXO,O,2,0.0
.O.X.....,X,0,-0.2
.O.X.....,X,2,0.5904
.O.X.....,X,5,0.2
.O.X.....,X,7,0.2
.O.X...X.,O,0,-0.2
.O.X...X.,O,8,-0.2
.O.X...XO,X,2,0.2
.O.X...XO,X,4,-0.2
.O.X...XO,X,6,-0.2
.O.X..X..,O,2,0.2
.O.X..X.O,X,4,0.488
.O.X..XXO,O,2,0.2
.O.X.OX..,X,8,0.2
.O.X.OX.X,O,0,-0.2
.O.X.X...,O,2,-0.2
.O.X.X..O,X,7,-0.2
.O.X.X.O.,X,0,-0.36000000000000004
.O.X.X.O.,X,2,-0.2
.O.X.X.O.,X,6,-0.2
.O.X.X.O.,X,8,-0.2
.O.X.X.OX,O,0,-0.2
.O.X.X.OX,O,4,0.36000000000000004
.O.X.X.XO,O,2,0.2
.O.X.XO..,X,0,-0.2
.O.X.XO..,X,8,0.2
.O.X.XO.X,O,4,-0.2
.O.X.XO.X,O,7,-0.2
.O.X.XOOX,X,4,0.2
.O.X.XXO.,O,0,0.2
.O.XO.X..,X,0,0.36000000000000004
.O.XOX...,X,8,0.2
.O.XOX..X,O,0,-0.03999999999999998
.O.XOX.X.,O,6,0.2
.O.XOXO.X,X,2,0.36000000000000004
.O.XOXOX.,X,8,-0.2
.O.XOXOXX,O,2,0.2
.O.XX..XO,O,2,0.36000000000000004
.O.XX..XO,O,5,-0.2
.O.XX.O..,X,2,0.488
.O.XX.O.X,O,2,-0.2
.O.XX.O.X,O,5,-0.2
.O.XX.O.X,O,7,-0.2
.O.XX.OOX,X,2,0.36000000000000004
.O.XX.OX.,O,2,-0.03999999999999998
.O.XX.OX.,O,5,-0.2
.O.XX.OXO,X,2,0.1024
.O.XX.OXO,X,5,0.2
.O.XX.X.O,O,0,-0.36000000000000004
.O.XX.X.O,O,2,-0.2
.O.XX.XOO,X,5,0.2
.O.XXO..X,O,7,-0.2
.O.XXO.OX,X,2,0.36000000000000004
.O.XXO.XO,X,6,0.2
.O.XXOO.X,X,0,0.36000000000000004
.O.XXOOX.,X,8,0.2
.O.XXOOXX,O,2,-0.2
.O.XXOX..,O,0,-0.2
.O.XXOX..,O,7,-0.2
.O.XXOX..,O,8,-0.2
.O.XXOX.O,X,2,0.2
.O.XXOXO.,X,0,0.2
.O.XXOXXO,O,0,-0.2
.OO....XX,X,5,0.2
.OO...X.X,X,0,0.488
.OO...X.X,X,3,-0.1296
.OO...X.X,X,4,0.2
.OO...X.X,X,7,0.2
.OO..X..X,X,0,-0.2
.OO..X..X,X,4,-0.2
.OO..X..X,X,6,-0.2
.OO..X..X,X,7,-0.2
.OO..X.XX,O,0,0.2
.OO..X.XX,O,3,-0.2
.OO..XOXX,X,0,0.2
.OO..XX..,X,0,0.16
.OO..XX..,X,7,-0.2
.OO..XX.X,O,7,0.2
.OO..XXOX,X,0,-0.2
.OO..XXX.,O,8,0.2
.OO..XXXO,X,4,-0.2
.OO.OX.XX,X,3,-0.2
.OO.OXX.X,X,3,-0.2
.OO.OXX.X,X,7,0.2
.OO.X...X,X,0,0.36000000000000004
.OO.X...X,X,3,-0.2
.OO.X...X,X,6,0.16800000000000004
.OO.X..X.,X,0,0.2
.OO.X..X.,X,3,-0.2
.OO.X..X.,X,5,-0.2
.OO.X..X.,X,8,-0.03999999999999998
.OO.X..XX,O,0,0.2
.OO.X..XX,O,6,-0.2
.OO.X.OXX,X,0,0.2
.OO.X.X..,X,3,0.36000000000000004
.OO.X.X.X,O,3,-0.03999999999999998
.OO.X.X.X,O,5,-0.2
.OO.X.X.X,O,7,-0.2
.OO.X.XOX,X,0,0.2
.OO.X.XOX,X,3,-0.2
.OO.X.XOX,X,5,-0.03999999999999998
.OO.XOX.X,X,0,0.36000000000000004
.OO.XOX.X,X,3,-0.03999999999999998
.OO.XOX.X,X,7,0.2
.OO.XX...,X,6,0.0
.OO.XX...,X,7,-0.15008
.OO.XX..X,O,0,0.2
.OO.XX.X.,O,0,0.488
.OO.XX.X.,O,3,-0.2
.OO.XX.X.,O,6,-0.2
.OO.XX.X.,O,8,0.0
.OO.XX.XO,X,0,0.128
.OO.XXO.X,X,0,0.2
.OO.XXOX.,X,0,0.2
.OO.XXX..,O,3,0.0
.OO.XXXO.,X,3,0.2
.OO.XXXO.,X,8,-0.2
.OO.XXXOX,O,0,0.36000000000000004
.OO.XXXOX,O,3,-0.2
.OO.XXXXO,O,0,0.2
.OOO.X.XX,X,0,0.2
.OOOX.X.X,X,0,0.5904
.OOOX.X.X,X,5,-0.2
.OOOX.XX.,X,8,0.2
.OOOXX.X.,X,8,0.2
.OOOXX.XX,O,6,-0.2
.OOOXXOXX,X,0,0.36000000000000004
.OOOXXX..,X,0,0.2
.OOOXXX..,X,7,0.0
.OOOXXX..,X,8,-0.2
.OOOXXX.X,O,0,0.36000000000000004
.OOOXXXOX,X,0,0.2
.OOOXXXX.,O,8,0.0
.OOOXXXXO,X,0,0.0
.OOX....X,X,0,-0.2
.OOX..X..,X,8,-0.2
.OOX..X.X,O,0,0.488
.OOX..X.X,O,4,-0.2
.OOX..X.X,O,7,-0.2
.OOX..XOX,X,0,0.2
.OOX..XXO,X,4,-0.2
.OOX.X...,X,0,0.36000000000000004
.OOX.X.XO,X,6,-0.03999999999999998
.OOX.XO.X,X,0,-0.2
.OOX.XXO.,X,4,0.2
.OOX.XXXO,O,0,0.2
.OOX.XXXO,O,4,-0.2
.OOXO.X.X,X,0,0.2
.OOXOX..X,X,0,-0.2
.OOXOX..X,X,6,-0.2
.OOXOX.XX,O,0,0.2
.OOXOXX.X,O,0,0.36000000000000004
.OOXOXXXO,X,0,0.36000000000000004
.OOXX...X,O,0,0.2
.OOXX..OX,X,0,0.36000000000000004
.OOXX..X.,O,0,0.2
.OOXX..XO,X,0,-0.2
.OOXX..XO,X,6,-0.2
.OOXX.O.X,X,0,0.36000000000000004
.OOXX.OX.,X,5,0.2
.OOXX.OX.,X,8,-0.2
.OOXX.OXX,O,0,0.2
.OOXX.X..,O,7,-0.2
.OOXX.X..,O,8,-0.2
.OOXX.X.O,X,0,0.36000000000000004
.OOXX.XO.,X,5,0.2
.OOXX.XOX,O,0,0.2
.OOXX.XXO,O,5,0.36000000000000004
.OOXXO.X.,X,0,-0.2
.OOXXO.X.,X,6,-0.2
.OOXXO.X.,X,8,-0.36000000000000004
.OOXXO.XX,O,0,0.36000000000000004
.OOXXOOXX,X,0,0.36000000000000004
.OOXXOX.X,O,0,0.2
.OOXXOX.X,O,7,-0.2
.OOXXOXOX,X,0,0.488
.OOXXOXX.,O,0,0.2
.OX......,X,3,-0.36000000000000004
.OX......,X,4,-0.03999999999999998
.OX......,X,5,0.0007258643421205191
.OX......,X,7,-0.16800000000000004
.OX......,X,8,0.8427682631225181
.OX.....X,O,0,-0.36000000000000004
.OX.....X,O,3,-0.488
.OX.....X,O,4,-0.3856
.OX.....X,O,5,-0.36000000000000004
.OX.....X,O,6,-0.488
.OX.....X,O,7,-0.46752000000000005
.OX....OX,X,3,-0.03999999999999998
.OX....OX,X,4,0.488
.OX....X.,O,0,-0.03999999999999998
.OX....X.,O,4,-0.03999999999999998
.OX....X.,O,5,-0.2
.OX....X.,O,6,-0.2
.OX....X.,O,8,-0.2
.OX....XO,X,6,0.2
.OX...O.X,X,5,0.7378560000000001
.OX...OX.,X,0,0.2
.OX...OXX,O,5,0.0
.OX...X..,O,0,0.2
.OX...X..,O,4,0.0
.OX...X..,O,5,-0.2
.OX...X..,O,8,-0.2
.OX...X.O,X,0,0.4304
.OX...XO.,X,0,-0.03999999999999998
.OX...XO.,X,4,0.2
.OX...XO.,X,5,-0.2
.OX...XXO,O,5,-0.2
.OX..O..X,X,0,-0.03999999999999998
.OX..O..X,X,4,0.488
.OX..O..X,X,7,0.0
.OX..O.X.,X,0,0.36000000000000004
.OX..O.X.,X,8,0.0
.OX..O.XX,O,6,0.0
.OX..OOXX,X,3,0.0
.OX..OOXX,X,4,0.0
.OX..OX..,X,3,0.2
.OX..OXXO,X,0,0.2
.OX..X...,O,0,-0.36000000000000004
.OX..X...,O,3,-0.25248000000000004
.OX..X...,O,4,-0.36000000000000004
.OX..X...,O,6,-0.22553600000000001
.OX..X...,O,7,-0.25248000000000004
.OX..X...,O,8,0.09248
.OX..X..O,X,0,-0.2
.OX..X..O,X,3,0.030400000000000038
.OX..X.O.,X,0,-0.03999999999999998
.OX..X.O.,X,4,-0.2
.OX..X.O.,X,8,0.488
.OX..XO..,X,7,0.18939904000000002
.OX..XO..,X,8,0.2
.OX..XOX.,O,0,-0.2
.OX..XOX.,O,3,-0.28800000000000003
.OX..XOX.,O,4,0.0
.OX..XOX.,O,8,0.0
.OX..XOXO,X,3,0.0
.OX..XOXO,X,4,0.0
.OX..XXO.,O,0,0.2
.OX.O...X,X,0,0.36000000000000004
.OX.O...X,X,5,0.2
.OX.O...X,X,7,-0.03999999999999998
.OX.O..X.,X,0,0.2
.OX.O..X.,X,6,-0.2
.OX.O..XX,O,5,0.03999999999999998
.OX.O.OXX,X,0,0.0
.OX.O.X..,X,0,0.0
.OX.O.XX.,O,8,0.2
.OX.O.XXO,X,0,0.2
.OX.O.XXO,X,3,-0.2
.OX.O.XXO,X,5,-0.2
.OX.OO.XX,X,0,-0.2
.OX.OO.XX,X,3,0.2
.OX.OX...,X,8,0.36000000000000004
.OX.OXOX.,X,0,0.0
.OX.OXXXO,O,0,0.36000000000000004
.OX.X....,O,3,-0.2
.OX.X....,O,6,0.2
.OX.X..O.,X,5,0.36000000000000004
.OX.X..OX,O,0,-0.2
.OX.X..OX,O,3,-0.2
.OX.X..OX,O,6,-0.2
.OX.X.O..,X,3,0.2
.OX.X.O..,X,7,-0.2
.OX.X.O.X,O,7,-0.2
.OX.X.OOX,X,3,0.488
.OX.X.OX.,O,3,0.36000000000000004
.OX.X.OXO,X,5,0.0
.OX.XO..X,O,0,-0.2
.OX.XO..X,O,3,-0.2
.OX.XO..X,O,7,-0.2
.OX.XO.OX,X,3,0.2
.OX.XOOXX,O,0,0.0
.OX.XX..O,O,0,-0.2
.OX.XX..O,O,3,0.0
.OX.XX.O.,O,0,-0.2
.OX.XX.O.,O,6,-0.2
.OX.XX.O.,O,8,-0.03999999999999998
.OX.XX.OO,X,0,-0.2
.OX.XX.OO,X,3,0.2
.OX.XXO..,O,3,-0.2
.OX.XXO..,O,7,-0.2
.OX.XXOO.,X,0,-0.2
.OX.XXOO.,X,3,0.5904
.OX.XXOXO,O,3,0.0
.OXO....X,X,5,0.488
.OXO..X..,X,0,0.2
.OXO..X..,X,7,0.36000000000000004
.OXO..XX.,O,0,-0.2
.OXO..XX.,O,4,-0.2
.OXO.OX.X,X,0,-0.2
.OXO.OX.X,X,4,0.2
.OXO.OXX.,X,0,0.2
.OXO.X...,X,0,-0.2
.OXO.X...,X,4,-0.03999999999999998
.OXO.X...,X,7,0.36000000000000004
.OXO.X.X.,O,0,-0.2
.OXO.X.X.,O,4,-0.2
.OXO.XOX.,X,0,0.16
.OXO.XOX.,X,8,0.2
.OXOO.XX.,X,8,0.2
.OXOOX.X.,X,8,0.36000000000000004
.OXOX....,X,5,0.2
.OXOX..OX,X,5,0.2
.OXOX.O.X,X,5,0.2
.OXOX.OX.,X,5,-0.2
.OXOX.OX.,X,8,-0.2
.OXOX.OXX,O,0,0.2
.OXOXO..X,X,6,0.2
.OXOXO.XX,O,0,-0.2
.OXOXX...,O,0,-0.03999999999999998
.OXOXX...,O,7,-0.2
.OXOXX..O,X,0,0.0
.OXOXX..O,X,6,0.2
.OXOXX.O.,X,6,0.2
.OXOXX.O.,X,8,0.2
.OXOXXO..,X,0,0.328
.OXOXXOX.,O,0,0.2
.OXOXXOXO,X,0,0.0
.OXX.....,O,5,-0.2
.OXX.....,O,6,-0.2
.OXX.....,O,8,-0.1296
.OXX....O,X,4,0.36000000000000004
.OXX....O,X,5,-0.2
.OXX....O,X,7,-0.03999999999999998
.OXX...OX,O,0,-0.2
.OXX...OX,O,4,0.2
.OXX...XO,O,0,-0.03999999999999998
.OXX...XO,O,5,-0.2
.OXX..O..,X,5,0.2
.OXX..XOO,X,5,0.2
.OXX.O...,X,0,0.2
.OXX.O.OX,X,0,-0.2
.OXX.O.XO,X,4,0.2
.OXX.OOXX,O,4,0.0
.OXX.OX..,O,8,-0.2
.OXX.OX.O,X,7,0.36000000000000004
.OXX.OXXO,O,0,-0.2
.OXX.OXXO,O,4,-0.2
.OXX.X..O,O,0,-0.2
.OXX.X..O,O,4,0.36000000000000004
.OXX.X..O,O,6,-0.2
.OXX.X.O.,O,8,0.2
.OXX.X.OO,X,0,-0.2
.OXX.XO..,O,0,-0.2
.OXX.XO.O,X,4,0.2
.OXX.XOO.,X,8,0.2
.OXX.XOXO,O,4,0.0
.OXX.XXOO,O,0,-0.2
.OXXO....,X,6,0.2
.OXXO.O.X,X,0,-0.2
.OXXO.O.X,X,5,0.2
.OXXO.O.X,X,7,0.0
.OXXO.OXX,O,5,0.0
.OXXO.X..,O,0,-0.2
.OXXO.X.O,X,5,-0.2
.OXXO.XXO,O,0,0.2
.OXXOO.XX,O,0,-0.2
.OXXOOOXX,X,0,0.0
.OXXOOXXO,X,0,0.2
.OXXOX..O,X,0,0.0
.OXXOX..O,X,6,-0.2
.OXXOX..O,X,7,-0.2
.OXXOX.XO,O,0,0.2
.OXXOXO..,X,0,-0.36000000000000004
.OXXOXO..,X,8,0.36000000000000004
.OXXOXOXO,X,0,0.0
.OXXOXX.O,O,7,0.36000000000000004
.OXXX...O,O,5,-0.2
.OXXX...O,O,6,-0.2
.OXXX.O..,O,0,-0.2
.OXXX.O..,O,5,-0.2
.OXXX.O..,O,7,-0.2
.OXXX.O..,O,8,-0.2
.OXXX.O.O,X,5,0.2
.OXXX.O.O,X,7,0.2
.OXXX.OO.,X,5,0.2
.OXXX.OOX,O,0,-0.36000000000000004
.OXXX.OOX,O,5,-0.488
.OXXX.OXO,O,0,-0.36000000000000004
.OXXX.OXO,O,5,0.0
.OXXXO..O,X,0,0.2
.OXXXO.OX,O,0,-0.36000000000000004
.OXXXO.OX,O,6,-0.2
.OXXXO.XO,O,0,-0.2
.OXXXOO..,X,8,0.2
.OXXXOO.X,O,7,-0.2
.OXXXOOOX,X,0,0.7378560000000001
.OXXXOOXO,X,0,0.0
.X.......,O,0,-0.2801245335086322
.X.......,O,2,0.372691279901098
.X.......,O,3,-0.820375609311232
.X.......,O,4,-0.26983011032500065
.X.......,O,5,-0.5340293023334399
.X.......,O,6,-0.5347831875224999
.X.......,O,7,-0.6228169913370413
.X.......,O,8,-0.505133879531922
.X......O,X,2,0.03999999999999998
.X......O,X,3,-0.2
.X......O,X,4,-0.36000000000000004
.X......O,X,5,0.03999999999999998
.X......O,X,6,0.079383889543168
.X......O,X,7,0.54432
.X.....O.,X,3,0.27040000000000003
.X.....O.,X,6,0.5657680452564482
.X.....XO,O,0,-0.2
.X.....XO,O,2,0.0
.X.....XO,O,4,-0.2
.X.....XO,O,5,-0.2
.X.....XO,O,6,-0.2
.X....O..,X,0,0.5997258706495824
.X....O..,X,2,-0.18571520000000005
.X....O..,X,3,-0.16318720000000003
.X....O..,X,4,-0.13987396488527876
.X....O..,X,5,-0.19071887360000003
.X....O..,X,7,-0.2
.X....O..,X,8,-0.16
.X....O.X,O,5,0.16
.X....OX.,O,2,0.36000000000000004
.X....OXO,X,2,0.2
.X....X.O,O,0,-0.27040000000000003
.X....X.O,O,2,-0.3856
.X....X.O,O,3,-0.24194304
.X....X.O,O,4,-0.3856
.X....X.O,O,5,-0.36921600000000004
.X....X.O,O,7,-0.5740160000000001
.X....XO.,O,0,-0.36000000000000004
.X....XO.,O,2,-0.1024
.X....XO.,O,3,-0.4355564544
.X....XO.,O,4,-0.4511360000000001
.X....XO.,O,5,-0.36000000000000004
.X....XO.,O,8,-0.2
.X....XOO,X,0,0.67232
.X....XOO,X,5,-0.03999999999999998
.X...O...,X,0,0.03999999999999998
.X...O...,X,3,0.2
.X...O...,X,4,0.51410065408
.X...O..X,O,7,0.0
.X...O.OX,X,3,0.0
.X...O.X.,O,2,0.488
.X...O.X.,O,3,-0.2
.X...O.X.,O,6,-0.2
.X...O.XO,X,3,0.2
.X...OO.X,X,0,-0.2
.X...OO.X,X,2,0.0
.X...OOX.,X,3,0.2
.X...OX..,O,3,-0.2
.X...OX..,O,7,0.36000000000000004
.X...OX.O,X,2,0.488
.X...OX.O,X,3,-0.03999999999999998
.X...OX.O,X,4,-0.2
.X...OXO.,X,0,0.03999999999999998
.X...OXO.,X,2,-0.03999999999999998
.X...OXXO,O,2,0.2
.X...X..O,O,7,0.16800000000000004
.X...X.O.,O,6,0.2
.X...X.OO,X,2,-0.2
.X...X.OO,X,3,-0.03999999999999998
.X...XO..,O,0,-0.1296
.X...XO..,O,2,-0.03999999999999998
.X...XO..,O,3,-0.2
.X...XO..,O,4,-0.03999999999999998
.X...XO..,O,7,0.36000000000000004
.X...XOO.,X,0,-0.2
.X...XOO.,X,4,-0.2
.X...XOO.,X,8,-0.2
.X...XOOX,O,0,0.2
.X...XXOO,O,0,0.2
.X...XXOO,O,4,-0.2
.X..O....,X,0,-0.020714505532666905
.X..O....,X,2,-0.20198400000000002
.X..O....,X,3,-0.44678399999999996
.X..O....,X,5,-0.25248000000000004
.X..O....,X,6,-0.36941358738525126
.X..O....,X,7,-0.488
.X..O....,X,8,0.28643496296199866
.X..O...X,O,0,-0.2
.X..O...X,O,2,-0.2
.X..O...X,O,3,-0.12228937007103999
.X..O...X,O,5,-0.057599999999999985
.X..O...X,O,6,-0.2
.X..O...X,O,7,-0.1024
.X..O..OX,X,3,0.16
.X..O..OX,X,5,0.0
.X..O..OX,X,6,0.0
.X..O..X.,O,0,0.5904
.X..O..X.,O,8,0.2
.X..O..XO,X,2,0.03999999999999998
.X..O.O.X,X,3,0.2
.X..O.OXX,O,2,0.36000000000000004
.X..O.OXX,O,5,0.0
.X..O.X..,O,0,-0.18089048790925316
.X..O.X..,O,2,-0.128
.X..O.X..,O,3,-0.19039999999999996
.X..O.X..,O,5,0.31801599999999997
.X..O.X..,O,7,-0.2
.X..O.X..,O,8,-0.2
.X..O.X.O,X,0,0.5904
.X..O.X.O,X,3,-0.2
.X..O.XO.,X,0,0.5904
.X..O.XO.,X,2,-0.11808
.X..O.XO.,X,3,0.0
.X..O.XOX,O,0,-0.2
.X..O.XOX,O,2,-0.2
.X..O.XOX,O,3,-0.005368709119999997
.X..O.XOX,O,5,-0.2
.X..OO..X,X,2,-0.2
.X..OO..X,X,3,0.16
.X..OO.XX,O,3,0.2
.X..OOOXX,X,3,0.0
.X..OOX..,X,0,-0.2
.X..OOX..,X,2,-0.03999999999999998
.X..OOX..,X,7,-0.2
.X..OOX..,X,8,-0.03999999999999998
.X..OOX.X,O,0,-0.2
.X..OOX.X,O,3,0.2
.X..OOXOX,X,3,0.2
.X..OOXX.,O,8,0.2
.X..OOXXO,X,2,-0.2
.X..OX...,O,0,-0.03999999999999998
.X..OX...,O,3,-0.03999999999999998
.X..OX...,O,6,0.36000000000000004
.X..OX.OX,O,2,0.0
.X..OXO..,X,2,-0.03999999999999998
.X..OXO..,X,3,-0.2
.X..OXO..,X,8,-0.2
.X..OXO.X,O,0,-0.03999999999999998
.X..OXO.X,O,2,0.36000000000000004
.X..OXO.X,O,3,-0.23199999999999998
.X..OXO.X,O,7,-0.2
.X..OXOOX,X,0,0.2
.X..OXX.O,O,0,0.2
.X..OXX.O,O,2,0.0
.X..OXXOO,X,3,0.2
.X..X...O,O,6,0.19039999999999996
.X..X.O..,O,0,-0.2
.X..X.O..,O,2,-0.488
.X..X.O..,O,3,-0.1296
.X..X.O..,O,5,-0.2
.X..X.O..,O,7,0.3423733317632
.X..X.O..,O,8,-0.2
.X..X.O.O,X,0,-0.2
.X..X.O.O,X,3,-0.2
.X..X.O.O,X,5,-0.2
.X..X.O.O,X,7,0.36000000000000004
.X..X.OO.,X,0,-0.36000000000000004
.X..X.OO.,X,3,-0.328
.X..X.OO.,X,5,-0.03999999999999998
.X..X.OO.,X,8,0.03353600000000001
.X..X.OOX,O,0,0.16
.X..X.OOX,O,2,-0.2
.X..X.OOX,O,3,-0.2
.X..X.OOX,O,5,0.0
.X..X.XOO,O,5,0.2
.X..XO...,O,0,-0.2
.X..XO...,O,2,-0.488
.X..XO...,O,3,-0.36000000000000004
.X..XO...,O,6,-0.36000000000000004
.X..XO...,O,7,0.03999999999999998
.X..XO...,O,8,-0.36000000000000004
.X..XO..O,X,7,0.36000000000000004
.X..XO.O.,X,0,-0.03999999999999998
.X..XOO..,X,8,0.488
.X..XOO.X,O,0,-0.2
.X..XOO.X,O,2,-0.2
.X..XOO.X,O,3,-0.03999999999999998
.X..XOOOX,X,2,0.0
.X..XOOOX,X,3,0.0
.X..XOX.O,O,0,-0.2
.X..XOX.O,O,2,0.2
.X..XOX.O,O,3,-0.2
.X..XOX.O,O,7,-0.03999999999999998
.X..XOXOO,X,0,-0.2
.X..XOXOO,X,2,0.2
.X..XOXOO,X,3,-0.2
.X..XXO.O,O,7,0.36000000000000004
.X..XXOO.,O,0,0.36000000000000004
.X..XXOO.,O,2,-0.03999999999999998
.X.O.....,X,2,-0.2
.X.O.....,X,4,0.7378560000000001
.X.O.....,X,5,0.0
.X.O.....,X,6,0.2
.X.O.....,X,7,0.337856
.X.O.....,X,8,-0.2
.X.O....X,O,2,0.2
.X.O....X,O,6,-0.03999999999999998
.X.O...X.,O,0,-0.2
.X.O...X.,O,2,-0.2
.X.O...X.,O,4,-0.2
.X.O...X.,O,5,-0.2
.X.O...X.,O,6,-0.2
.X.O...X.,O,8,0.2
.X.O...XO,X,2,-0.2
.X.O..O.X,X,0,0.2
.X.O..O.X,X,5,-0.2
.X.O..OX.,X,4,0.2
.X.O..OXX,O,5,0.2
.X.O..X..,O,0,0.0
.X.O..X..,O,2,0.2
.X.O..X..,O,4,-0.2
.X.O..X.O,X,4,0.24194304
.X.O..XO.,X,0,-0.2
.X.O..XO.,X,4,0.46240000000000003
.X.O..XO.,X,5,0.0
.X.O..XO.,X,8,0.0
.X.O..XOX,O,2,0.0
.X.O..XXO,O,2,0.0
.X.O.O.X.,X,2,0.36000000000000004
.X.O.O.XX,O,0,-0.2
.X.O.OOXX,X,2,-0.2
.X.O.OX..,X,4,0.2
.X.O.OX.X,O,0,-0.36000000000000004
.X.O.OX.X,O,2,-0.2
.X.O.OX.X,O,4,0.36000000000000004
.X.O.OXX.,O,2,-0.2
.X.O.OXX.,O,4,0.2
.X.O.X...,O,7,0.2
.X.O.X...,O,8,0.0
.X.O.X..O,X,0,0.0
.X.O.X.O.,X,8,-0.2
.X.O.X.OX,O,0,0.2
.X.O.X.XO,O,6,-0.2
.X.O.XO..,X,0,0.2
.X.O.XO.X,O,4,0.2
.X.O.XOXO,X,4,0.2
.X.O.XXO.,O,0,0.0
.X.O.XXO.,O,2,0.0
.X.OO...X,X,0,-0.36000000000000004
.X.OO...X,X,2,0.33440000000000003
.X.OO...X,X,5,-0.17440000000000005
.X.OO...X,X,6,-0.2
.X.OO...X,X,7,-0.2
.X.OO..X.,X,8,0.2
.X.OO..XX,O,2,-0.2
.X.OO..XX,O,6,0.2
.X.OO.OXX,X,2,-0.2
.X.OO.X..,X,2,0.27232
.X.OO.X.X,O,2,0.0
.X.OO.X.X,O,5,0.2
.X.OO.X.X,O,7,0.0
.X.OO.XOX,X,0,-0.2
.X.OO.XOX,X,5,0.026843545600000008
.X.OOX...,X,0,0.2
.X.OOX...,X,6,-0.2
.X.OOX..X,O,0,-0.03999999999999998
.X.OOX..X,O,6,0.2
.X.OOX..X,O,7,0.0
.X.OOX.OX,X,0,0.0
.X.OOXO.X,X,0,-0.2
.X.OOXO.X,X,2,0.36000000000000004
.X.OOXO.X,X,7,-0.36000000000000004
.X.OOXOXX,O,2,0.36000000000000004
.X.OOXX..,O,8,0.36000000000000004
.X.OOXX.O,X,2,-0.2
.X.OOXX.O,X,7,-0.2
.X.OOXXOX,O,0,-0.2
.X.OOXXOX,O,2,0.0
.X.OOXXXO,O,0,0.2
.X.OX....,O,0,-0.36000000000000004
.X.OX....,O,2,-0.2
.X.OX....,O,5,-0.23199999999999998
.X.OX....,O,6,-0.23199999999999998
.X.OX....,O,7,-0.488
.X.OX....,O,8,-0.23199999999999998
.X.OX...O,X,0,0.03999999999999998
.X.OX...O,X,2,0.2
.X.OX..O.,X,2,0.488
.X.OX.O..,X,0,0.5904
.X.OX.O..,X,2,-0.2
.X.OX.O..,X,5,-0.2
.X.OX.O..,X,8,-0.2
.X.OX.O.X,O,0,0.36000000000000004
.X.OX.O.X,O,7,-0.2
.X.OX.OOX,X,5,0.36000000000000004
.X.OX.X.O,O,0,-0.2
.X.OX.X.O,O,2,-0.2
.X.OX.X.O,O,5,-0.2
.X.OX.X.O,O,7,-0.2
.X.OX.XO.,O,0,0.0
.X.OX.XO.,O,5,-0.36000000000000004
.X.OX.XO.,O,8,-0.2
.X.OX.XOO,X,0,0.08192
.X.OX.XOO,X,2,0.2
.X.OX.XOO,X,5,0.0
.X.OXO...,X,2,-0.03999999999999998
.X.OXO...,X,7,0.488
.X.OXOO.X,X,0,0.2
.X.OXOO.X,X,2,-0.2
.X.OXOX..,O,0,-0.2
.X.OXOX.O,X,7,0.36000000000000004
.X.OXOXO.,X,8,0.36000000000000004
.X.OXOXOX,O,0,-0.2
.X.OXOXOX,O,2,-0.2
.X.OXX..O,O,6,-0.2
.X.OXX..O,O,7,-0.03999999999999998
.X.OXX.OO,X,2,-0.2
.X.OXX.OO,X,6,0.2
.X.OXXO..,O,0,0.36000000000000004
.X.OXXO.O,X,7,0.2
.X.OXXOOX,O,2,-0.36000000000000004
.X.OXXXOO,O,0,-0.2
.X.OXXXOO,O,2,0.0
.X.X....O,O,0,0.2
.X.X...O.,O,0,0.3024
