board,player,action,value
..O.OX..X,X,1,-0.07199999999999998
..O.OX..X,X,3,-0.2
..O.OX..X,X,6,-0.2
..O.OXX..,X,3,-0.2
..O.OXX..,X,8,0.16
..O.OXX.X,O,0,0.0
..O.OXX.X,O,1,-0.03999999999999998
..O.OXXOX,X,0,-0.2
..O.OXXOX,X,1,0.0
..O.OXXOX,X,3,-0.2
..O.X....,X,0,-0.03199999999999999
..O.X....,X,1,0.5653840191124144
..O.X....,X,3,-0.2
..O.X....,X,5,0.06988277759999997
..O.X....,X,6,-0.0010082099200000583
..O.X....,X,8,0.08800000000000002
..O.X...X,O,0,-0.20321280000000003
..O.X...X,O,1,-0.3856
..O.X...X,O,3,-0.36000000000000004
..O.X...X,O,5,-0.36000000000000004
..O.X...X,O,6,-0.36000000000000004
..O.X...X,O,7,-0.36000000000000004
..O.X..OX,X,0,0.488
..O.X..X.,O,1,0.2
..O.X..XO,X,1,0.2
..O.X..XO,X,5,0.23040000000000002
..O.X.O.X,X,5,0.5904
..O.X.OX.,X,0,0.2
..O.X.X..,O,0,-0.2
..O.X.X..,O,1,-0.2
..O.X.X..,O,3,0.17440000000000005
..O.X.X..,O,5,-0.488
..O.X.X..,O,7,0.03999999999999998
..O.X.X..,O,8,-0.03999999999999998
..O.X.X.O,X,0,-0.03999999999999998
..O.X.X.O,X,3,-0.36000000000000004
..O.X.X.O,X,7,0.2
..O.X.XO.,X,5,-0.03999999999999998
..O.X.XOX,O,1,0.08800000000000002
..O.X.XXO,O,3,-0.2
..O.XO..X,X,1,0.2
..O.XO..X,X,6,0.488
..O.XO.X.,X,3,-0.36000000000000004
..O.XO.X.,X,6,-0.2
..O.XOOXX,X,0,0.2
..O.XOX..,X,0,0.488
..O.XOX..,X,3,0.2
..O.XOX.X,O,0,-0.2
..O.XOX.X,O,1,-0.2
..O.XOX.X,O,3,-0.2
..O.XOX.X,O,7,-0.2
..O.XOXOX,X,0,0.2
..O.XOXX.,O,0,0.2
..O.XX...,O,0,0.19039999999999996
..O.XX...,O,1,-0.2
..O.XX...,O,3,-0.36000000000000004
..O.XX...,O,6,-0.2
..O.XX...,O,7,-0.2
..O.XX...,O,8,-0.2
..O.XX..O,X,1,0.5904
..O.XX.O.,X,0,0.2
..O.XX.O.,X,1,0.0
..O.XX.O.,X,3,0.2
..O.XX.O.,X,6,0.36000000000000004
..O.XX.XO,O,0,-0.2
..O.XX.XO,O,1,0.0
..O.XX.XO,O,3,0.0
..O.XX.XO,O,6,-0.2
..O.XXO..,X,8,0.36000000000000004
..O.XXO.X,O,0,-0.23199999999999998
..O.XXO.X,O,1,-0.2
..O.XXO.X,O,3,-0.2
..O.XXO.X,O,7,-0.36000000000000004
..O.XXOOX,X,0,0.36000000000000004
..O.XXOX.,O,3,-0.2
..O.XXOXO,X,0,0.2
..O.XXXO.,O,0,-0.2
..O.XXXO.,O,1,-0.03999999999999998
..O.XXXO.,O,3,0.0
..O.XXXO.,O,8,-0.2
..O.XXXOO,X,3,0.2
..OO...XX,X,0,0.2
..OO..X.X,X,0,0.67232
..OO..X.X,X,1,-0.03999999999999998
..OO..XX.,X,4,0.2
..OO..XX.,X,8,0.2
..OO.X.X.,X,4,0.2
..OO.XX..,X,0,0.36000000000000004
..OOOXX.X,X,0,0.0
..OOOXX.X,X,1,0.0
..OOOXX.X,X,7,0.2
..OOOXXX.,X,1,0.2
..OOX...X,X,0,0.2
..OOX...X,X,1,0.378004092063318
..OOX...X,X,6,0.2
..OOX...X,X,7,0.2
..OOX..XX,O,0,-0.2
..OOX.OXX,X,0,0.2
..OOX.OXX,X,5,-0.2
..OOX.X..,X,0,-0.057599999999999985
..OOX.X..,X,1,0.488
..OOX.X..,X,5,0.03999999999999998
..OOX.X..,X,8,-0.36000000000000004
..OOX.X.X,O,0,0.030400000000000038
..OOX.XX.,O,5,-0.2
..OOX.XXO,X,1,0.2
..OOXOX.X,X,0,0.36000000000000004
..OOXOXX.,X,8,0.2
..OOXX...,X,6,0.36000000000000004
..OOXX.X.,O,6,-0.2
..OOXX.XO,X,0,0.0
..OOXXO.X,X,7,-0.03999999999999998
..OOXXOX.,X,0,0.36000000000000004
..OOXXOXX,O,0,0.36000000000000004
..OOXXOXX,O,1,-0.2
..OOXXX..,O,0,-0.2
..OOXXX..,O,1,-0.03999999999999998
..OOXXX..,O,8,-0.2
..OOXXX.O,X,1,0.2
..OOXXXO.,X,1,0.0
..OX.....,X,0,-0.1296
..OX.....,X,1,-0.2
..OX.....,X,4,0.54354176
..OX.....,X,5,-0.09632000000000002
..OX.....,X,6,-0.23814400000000002
..OX.....,X,7,-0.09246976000000004
..OX.....,X,8,-0.16800000000000004
..OX....X,O,0,-0.2
..OX....X,O,1,0.2
..OX....X,O,6,0.08800000000000002
..OX....X,O,7,0.0
..OX...OX,X,1,-0.2
..OX...OX,X,4,0.2
..OX...OX,X,5,0.0
..OX...X.,O,0,-0.2
..OX...X.,O,4,-0.03999999999999998
..OX...X.,O,5,0.19039999999999996
..OX...X.,O,6,-0.2
..OX...X.,O,8,-0.2
..OX...XO,X,5,0.2
..OX..O.X,X,0,-0.2
..OX..O.X,X,1,0.2
..OX..O.X,X,5,-0.2
..OX..OX.,X,4,0.36000000000000004
..OX..OX.,X,8,-0.2
..OX..OXX,O,0,0.2
..OX..X..,O,0,-0.2
..OX..X..,O,4,-0.2
..OX..X..,O,5,0.488
..OX..X..,O,8,-0.2
..OX..X.O,X,0,0.488
..OX..X.O,X,5,-0.2
..OX..XO.,X,5,0.2
..OX..XO.,X,8,0.0
..OX..XOX,O,5,0.0
..OX.O.X.,X,0,-0.2
..OX.O.X.,X,1,-0.2
..OX.O.X.,X,4,-0.23199999999999998
..OX.O.X.,X,6,-0.2
..OX.O.X.,X,8,-0.36000000000000004
..OX.O.XX,O,0,0.36000000000000004
..OX.OX..,X,1,-0.03999999999999998
..OX.OX..,X,4,-0.2
..OX.OX..,X,7,-0.2
..OX.OXOX,X,1,0.0
..OX.OXOX,X,4,0.0
..OX.OXX.,O,4,0.2
..OX.OXX.,O,8,0.36000000000000004
..OX.X...,O,1,-0.2
..OX.X...,O,4,0.27040000000000003
..OX.X..O,X,1,0.2
..OX.X.OX,O,0,0.0
..OX.X.XO,O,0,0.2
..OX.X.XO,O,1,-0.2
..OX.XO.X,O,1,0.2
..OX.XX.O,O,0,0.2
..OX.XXO.,O,1,-0.2
..OXO...X,X,0,0.2
..OXO..X.,X,1,-0.2
..OXO..X.,X,8,0.2
..OXO..XX,O,0,-0.2
..OXO.X..,X,0,0.488
..OXO.XOX,X,5,-0.2
..OXO.XX.,O,8,0.2
..OXO.XXO,X,5,-0.03999999999999998
..OXOOXX.,X,1,-0.2
..OXOX...,X,0,-0.2
..OXOX...,X,1,0.0
..OXOX...,X,6,-0.03999999999999998
..OXOX...,X,8,-0.2
..OXOX..X,O,1,0.36000000000000004
..OXOXX..,O,7,0.2
..OXOXX..,O,8,-0.03999999999999998
..OXOXX.O,X,0,0.2
..OXOXX.O,X,1,-0.2
..OXOXXO.,X,8,-0.2
..OXOXXOX,O,1,0.488
..OXOXXXO,O,0,0.2
..OXOXXXO,O,1,-0.2
..OXX....,O,0,-0.03999999999999998
..OXX....,O,5,0.03999999999999998
..OXX....,O,6,-0.2
..OXX....,O,7,-0.2
..OXX....,O,8,-0.16800000000000004
..OXX...O,X,5,0.488
..OXX...O,X,6,-0.36000000000000004
..OXX..O.,X,6,-0.2
..OXX..O.,X,8,0.36000000000000004
..OXX..OX,O,0,-0.2
..OXX..OX,O,1,-0.36000000000000004
..OXX.O..,X,0,-0.2
..OXX.O..,X,1,0.488
..OXX.O..,X,7,0.2
..OXX.O..,X,8,0.2
..OXX.O.X,O,1,-0.2
..OXX.OOX,X,1,0.36000000000000004
..OXX.OX.,O,0,-0.2
..OXX.OX.,O,5,-0.2
..OXX.OX.,O,8,-0.2
..OXX.OXO,X,1,0.36000000000000004
..OXX.OXO,X,5,0.2
..OXX.X.O,O,5,0.5904
..OXX.XO.,O,8,0.2
..OXX.XOO,X,1,-0.03999999999999998
..OXXO...,X,0,0.2
..OXXO...,X,6,-0.2
..OXXO.OX,X,6,0.2
..OXXO.X.,O,1,0.5904
..OXXO.X.,O,6,-0.2
..OXXOO.X,X,0,0.2
..OXXOOX.,X,8,0.36000000000000004
..OXXOOXX,O,0,-0.2
..OXXOOXX,O,1,-0.2
..OXXOX..,O,0,0.36000000000000004
..OXXOX..,O,7,-0.2
..OXXOXO.,X,8,0.2
..OXXOXOX,O,0,0.0
..OXXOXOX,O,1,-0.36000000000000004
..X......,O,0,-0.8101249014062877
..X......,O,1,-0.7850207667299782
..X......,O,3,-0.8050463744262144
..X......,O,4,-0.7998528732623296
..X......,O,5,-0.7980248195866178
..X......,O,6,-0.7709180942643776
..X......,O,7,0.28171332404360294
..X......,O,8,-0.7960308726470747
..X.....O,X,1,0.2
..X.....O,X,4,0.0
..X.....O,X,6,0.7787628700216244
..X.....O,X,7,-0.1296
..X....O.,X,0,0.12656980954316793
..X....O.,X,1,-0.2
..X....O.,X,4,-0.050577473018265595
..X....O.,X,5,-0.03999999999999998
..X....O.,X,6,-0.06559999999999999
..X....XO,O,0,-0.2
..X....XO,O,4,0.488
..X....XO,O,5,-0.2
..X...O..,X,0,0.16
..X...O..,X,1,-0.16
..X...O..,X,3,-0.36000000000000004
..X...O..,X,4,0.36000000000000004
..X...O..,X,5,-0.15394327069327357
..X...O..,X,7,0.0
..X...O..,X,8,0.7642763973689345
..X...O.X,O,0,-0.488
..X...O.X,O,1,-0.488
..X...O.X,O,3,-0.46752000000000005
..X...O.X,O,4,-0.5568128
..X...O.X,O,5,-0.488
..X...O.X,O,7,-0.46752000000000005
..X...OOX,X,1,0.2
..X...OOX,X,3,-0.03999999999999998
..X...OOX,X,4,0.36000000000000004
..X...OX.,O,4,0.16
..X...X.O,O,0,-0.2
..X...X.O,O,1,-0.328
..X...X.O,O,3,-0.36000000000000004
..X...X.O,O,4,-0.31801599999999997
..X...X.O,O,5,-0.529975808
..X...X.O,O,7,-0.36000000000000004
..X...XO.,O,0,-0.33440000000000003
..X...XO.,O,1,-0.014400000000000024
..X...XO.,O,3,-0.488
..X...XO.,O,4,0.23199999999999998
..X...XO.,O,5,-0.2
..X...XO.,O,8,-0.2
..X...XOO,X,0,0.488
..X..O...,X,0,0.8281757035495472
..X..O...,X,1,-0.25248000000000004
..X..O...,X,3,0.0
..X..O...,X,4,0.2
..X..O...,X,6,-0.2
..X..O...,X,7,-0.2
..X..O...,X,8,-0.18365696
..X..O..X,O,0,0.0
..X..O..X,O,1,-0.18361600000000003
..X..O..X,O,3,-0.03999999999999998
..X..O..X,O,4,0.0
..X..O..X,O,6,0.328
..X..O..X,O,7,-0.36000000000000004
..X..O.OX,X,0,0.36000000000000004
..X..O.X.,O,0,-0.03999999999999998
..X..O.X.,O,1,-0.2
..X..O.X.,O,4,0.4304
..X..O.X.,O,6,-0.03999999999999998
..X..O.XO,X,0,0.2
..X..OO.X,X,0,0.2
..X..OO.X,X,1,0.36000000000000004
..X..OO.X,X,4,-0.2
..X..OO.X,X,7,-0.2
..X..OOX.,X,1,0.2
..X..OOX.,X,4,-0.2
..X..OOXX,O,3,0.2
..X..OX..,O,3,0.2
..X..OX..,O,4,0.08800000000000002
..X..OX.O,X,0,0.03999999999999998
..X..OX.O,X,1,-0.03999999999999998
..X..OX.O,X,3,0.488
..X..OX.O,X,7,-0.03999999999999998
..X..OXO.,X,3,0.2
..X..OXXO,O,0,-0.2
..X..OXXO,O,4,0.36000000000000004
..X..X.O.,O,0,-0.2
..X..X.O.,O,1,-0.2
..X..X.O.,O,4,-0.03999999999999998
..X..X.O.,O,8,-0.03999999999999998
..X..X.OO,X,1,-0.2
..X..X.OO,X,6,0.2
..X..XO..,O,0,-0.2
..X..XO..,O,1,-0.36000000000000004
..X..XO..,O,3,-0.2
..X..XO..,O,4,-0.16800000000000004
..X..XO..,O,7,-0.1296
..X..XO..,O,8,0.507456
..X..XO.O,X,0,-0.2
..X..XO.O,X,1,-0.2
..X..XO.O,X,4,-0.2
..X..XO.O,X,7,-0.2
..X..XOO.,X,0,-0.2
..X..XOO.,X,3,0.36000000000000004
..X..XOO.,X,4,-0.2
..X..XOXO,O,0,0.2
..X..XXOO,O,0,-0.2
..X.O....,X,0,0.8618451335481161
..X.O....,X,1,-0.5453303160832
..X.O....,X,3,-0.31600076800000004
..X.O....,X,5,-0.16
..X.O....,X,6,-0.2576
..X.O....,X,7,-0.28800000000000003
..X.O....,X,8,-0.02258246549503995
..X.O...X,O,0,0.03999999999999998
..X.O...X,O,1,-0.2
..X.O...X,O,3,-0.2
..X.O...X,O,5,0.321624264704
..X.O...X,O,6,-0.36000000000000004
..X.O...X,O,7,-0.2
..X.O..OX,X,5,0.2
..X.O..X.,O,3,0.16800000000000004
..X.O..X.,O,6,0.28800000000000003
..X.O..XO,X,1,-0.2
..X.O..XO,X,3,-0.2
..X.O..XO,X,6,-0.2
..X.O.O.X,X,1,0.2
..X.O.O.X,X,3,0.0
..X.O.O.X,X,5,0.7378560000000001
..X.O.O.X,X,7,-0.2
..X.O.OX.,X,1,-0.2
..X.O.OX.,X,3,0.0
..X.O.OX.,X,5,-0.2
..X.O.OX.,X,8,-0.16
..X.O.OXX,O,1,0.0
..X.O.OXX,O,5,0.488
..X.O.X..,O,3,0.0
..X.O.X..,O,7,-0.2
..X.O.X..,O,8,0.488
..X.O.X.O,X,0,0.36000000000000004
..X.O.X.O,X,1,-0.16800000000000004
..X.O.X.O,X,3,-0.2
..X.O.X.O,X,5,-0.2
..X.O.X.O,X,7,-0.03999999999999998
..X.O.XO.,X,8,-0.15008
..X.O.XOX,O,0,-0.2
..X.O.XOX,O,1,0.488
..X.O.XOX,O,3,-0.36000000000000004
..X.O.XOX,O,5,0.2
..X.O.XXO,O,1,-0.03999999999999998
..X.O.XXO,O,5,0.2
..X.OO..X,X,0,-0.10886399999999996
..X.OO..X,X,1,-0.2
..X.OO..X,X,3,-0.2
..X.OO..X,X,6,-0.2
..X.OO..X,X,7,-0.2
..X.OO.X.,X,0,0.0
..X.OO.X.,X,1,-0.2
..X.OO.X.,X,3,-0.2
..X.OO.X.,X,6,-0.2
..X.OO.XX,O,6,0.3024
..X.OOOXX,X,0,-0.488
..X.OOOXX,X,1,-0.36000000000000004
..X.OOOXX,X,3,0.0
..X.OOX..,X,0,-0.2
..X.OOX..,X,1,0.2
..X.OOX..,X,3,-0.2
..X.OOX.X,O,3,0.2
..X.OOX.X,O,7,0.0
..X.OOXOX,X,0,-0.2
..X.OOXOX,X,1,0.0
..X.OOXOX,X,3,0.0
..X.OOXX.,O,3,0.2
..X.OOXXO,X,0,-0.2
..X.OOXXO,X,1,-0.2
..X.OOXXO,X,3,-0.2
..X.OX...,O,0,-0.03999999999999998
..X.OX...,O,3,-0.36000000000000004
..X.OX...,O,6,0.0
..X.OX...,O,7,-0.2
..X.OX...,O,8,0.0
..X.OX..O,X,3,0.0
..X.OX.O.,X,6,-0.2
..X.OX.O.,X,8,0.36000000000000004
..X.OXO..,X,3,-0.07199999999999998
..X.OXO..,X,7,0.2
..X.OXOX.,O,0,-0.03999999999999998
..X.OXX.O,O,3,0.488
..X.OXXO.,O,3,0.2
..X.X...O,O,6,0.0
..X.X...O,O,7,-0.03999999999999998
..X.X..O.,O,0,-0.2
..X.X..O.,O,1,-0.36000000000000004
..X.X..O.,O,3,-0.36000000000000004
..X.X..O.,O,5,-0.36000000000000004
..X.X..O.,O,6,-0.25248000000000004
..X.X..O.,O,8,0.25248000000000004
..X.X..OO,X,1,-0.186944
..X.X..OO,X,3,-0.2
..X.X.O..,O,0,-0.03999999999999998
..X.X.O..,O,1,-0.2
..X.X.O..,O,3,-0.1296
..X.X.O..,O,5,-0.03999999999999998
..X.X.O..,O,7,-0.2
..X.X.O..,O,8,0.0
..X.X.O.O,X,5,0.0
..X.X.O.O,X,7,0.0
..X.X.OO.,X,0,0.08800000000000002
..X.X.OO.,X,1,0.2
..X.X.OO.,X,3,0.2
..X.X.OO.,X,5,-0.2
..X.X.OOX,O,1,-0.2
..X.X.OOX,O,5,-0.2
..X.X.OXO,O,1,0.0
..X.X.OXO,O,3,-0.488
..X.X.OXO,O,5,-0.2
..X.XO...,O,3,-0.2
..X.XO.O.,X,6,0.36000000000000004
..X.XO.XO,O,6,-0.2
..X.XOO..,X,1,-0.2
..X.XOO..,X,7,0.2
..X.XOO.X,O,3,0.2
..X.XOOOX,X,3,0.2
..X.XOOX.,O,0,-0.03999999999999998
..X.XOOXO,X,1,0.36000000000000004
..X.XX.OO,O,0,-0.2
..X.XX.OO,O,3,0.03999999999999998
..X.XX.OO,O,6,0.488
..X.XXO.O,O,3,0.32793600000000006
..X.XXOO.,O,0,-0.2
..X.XXOO.,O,1,-0.23199999999999998
..X.XXOO.,O,8,0.488
..XO.....,X,0,0.756307968032768
..XO.....,X,5,0.2
..XO..O.X,X,0,0.488
..XO..O.X,X,4,-0.03999999999999998
..XO..X..,O,0,-0.08800000000000002
..XO..X..,O,1,-0.488
..XO..X..,O,4,-0.23199999999999998
..XO..X..,O,5,0.20158720000000005
..XO..X..,O,7,-0.36000000000000004
..XO..X..,O,8,-0.488
..XO..X.O,X,1,0.67232
..XO..XO.,X,1,0.2
..XO..XO.,X,4,0.5904
..XO.O..X,X,1,0.2
..XO.O..X,X,6,-0.2
..XO.OOXX,X,4,-0.2
..XO.OX..,X,0,-0.03999999999999998
..XO.OX..,X,1,-0.36000000000000004
..XO.OX..,X,7,-0.03999999999999998
..XO.OX..,X,8,-0.03999999999999998
..XO.OX.X,O,1,-0.03999999999999998
..XO.OX.X,O,4,0.2
..XO.OXX.,O,1,-0.2
..XO.OXX.,O,8,0.2
..XO.OXXO,X,1,-0.2
..XO.X...,O,0,-0.2
..XO.X...,O,4,-0.2
..XO.X...,O,8,-0.03999999999999998
..XO.X..O,X,1,-0.2
..XO.X..O,X,4,0.2
..XO.XO..,X,7,0.2
..XO.XOX.,O,8,-0.36000000000000004
..XO.XOXO,X,1,0.36000000000000004
..XO.XX.O,O,0,-0.2
..XO.XX.O,O,7,-0.2
..XO.XXOO,X,0,0.2
..XOO...X,X,5,0.2
..XOO..X.,X,5,-0.03999999999999998
..XOO..X.,X,8,-0.2
..XOO..XX,O,0,0.2
..XOO.X..,X,0,0.0
..XOO.X..,X,5,0.23199999999999998
..XOO.XOX,X,5,0.36000000000000004
..XOOX...,X,1,0.36000000000000004
..XOOX...,X,8,0.2
..XOOX.X.,O,1,-0.2
..XOOX.X.,O,8,0.2
..XOOX.XO,X,6,-0.2
..XOOXX..,O,0,-0.03999999999999998
..XOOXX..,O,7,-0.2
..XOOXX.O,X,1,-0.36000000000000004
..XOOXX.O,X,7,-0.2
..XOOXXO.,X,0,-0.03999999999999998
..XOOXXXO,O,0,0.36000000000000004
..XOX....,O,5,-0.2
..XOX....,O,6,0.36000000000000004
..XOX..O.,X,1,0.36000000000000004
..XOX..OX,O,5,-0.2
..XOX..OX,O,6,-0.2
..XOX.O..,X,0,-0.2
..XOX.O..,X,1,-0.2
..XOX.O..,X,5,-0.36000000000000004
..XOX.O..,X,7,0.2
..XOX.O..,X,8,0.2
..XOX.O.X,O,0,0.36000000000000004
..XOX.O.X,O,1,-0.2
..XOX.O.X,O,5,-0.2
..XOX.O.X,O,7,-0.2
..XOX.OOX,X,0,0.36000000000000004
..XOX.OX.,O,0,0.2
..XOX.OX.,O,5,-0.2
..XOX.OXO,X,1,0.488
..XOXO...,X,0,0.36000000000000004
..XOXO.OX,X,1,0.2
..XOXOO.X,X,0,0.2
..XOXOO.X,X,1,-0.2
..XOXOOX.,X,0,0.2
..XOXOOXX,O,0,0.2
..XOXX..O,O,0,-0.2
..XOXX..O,O,1,-0.2
..XOXX.O.,O,1,-0.2
..XOXX.OO,X,1,-0.03999999999999998
..XOXXO..,O,0,0.488
..XOXXO..,O,1,-0.2
..XOXXO.O,X,0,-0.2
..XOXXO.O,X,1,-0.2
..XOXXO.O,X,7,-0.16
..XOXXOXO,O,0,0.2
..XOXXOXO,O,1,0.0
..XX....O,O,1,-0.2
..XX....O,O,6,0.2
..XX...O.,O,5,0.2
..XX...O.,O,8,-0.2
..XX...OO,X,6,0.2
..XX..O..,O,4,0.5904
..XX..O.O,X,4,-0.2
..XX..OOX,O,4,0.2
..XX..OOX,O,5,-0.2
..XX..OXO,O,5,-0.2
..XX..XOO,O,1,-0.2
..XX.O...,O,0,0.0
..XX.O.O.,X,1,0.0
..XX.O.O.,X,8,-0.2
..XX.O.OX,O,1,0.2
..XX.OOOX,X,0,0.2
..XX.OOXO,X,1,0.2
..XX.OX.O,O,0,-0.1296
..XX.OX.O,O,1,-0.2
..XX.OX.O,O,7,-0.36000000000000004
..XX.OXO.,O,4,-0.2
..XX.OXOO,X,4,0.36000000000000004
..XX.XO.O,O,0,-0.36000000000000004
..XX.XOO.,O,0,-0.2
..XX.XOO.,O,1,-0.2
..XXO....,O,1,-0.2
..XXO....,O,5,0.0
..XXO....,O,6,-0.2
..XXO....,O,7,0.488
..XXO....,O,8,-0.08800000000000002
..XXO...O,X,6,0.08800000000000002
..XXO..O.,X,0,-0.2
..XXO..O.,X,6,-0.2
..XXO..O.,X,8,-0.2
..XXO..OX,O,1,0.36000000000000004
..XXO..XO,O,6,0.2
..XXO.O..,X,0,-0.2
..XXO.O..,X,1,-0.03999999999999998
..XXO.O..,X,5,-0.2
..XXO.O..,X,7,-0.2
..XXO.O.X,O,0,-0.2
..XXO.O.X,O,1,-0.07199999999999998
..XXO.OOX,X,0,-0.2
..XXO.OX.,O,0,0.28800000000000003
..XXO.OXO,X,1,-0.2
..XXO.X.O,O,1,0.2
..XXO.X.O,O,5,-0.2
..XXO.X.O,O,7,-0.03999999999999998
..XXO.XO.,O,0,0.36000000000000004
..XXO.XO.,O,5,-0.2
..XXO.XOO,X,0,0.2
..XXO.XOO,X,5,-0.2
..XXOO...,X,1,0.0
..XXOO...,X,7,0.0
..XXOO..X,O,6,0.0
..XXOO..X,O,7,0.2
..XXOO.OX,X,1,0.0
..XXOO.OX,X,6,-0.2
..XXOO.X.,O,0,0.2
..XXOOO.X,X,1,0.0
..XXOOO.X,X,7,0.0
..XXOOOXX,O,0,0.0
..XXOOOXX,O,1,0.0
..XXOOX..,O,7,0.2
..XXOOX.O,X,1,0.2
..XXOOXO.,X,0,0.36000000000000004
..XXOOXO.,X,8,-0.2
..XXOOXOX,O,0,0.0
..XXOOXOX,O,1,0.36000000000000004
..XXOOXXO,O,0,0.2
..XXOX..O,O,6,0.0
..XXOXO..,O,0,0.2
..XXOXO..,O,1,-0.1296
..XXOXO..,O,7,-0.2
..XXOXO..,O,8,0.0
..XXOXO.O,X,0,0.0
..XXOXO.O,X,7,0.0
..XXOXOO.,X,8,0.2
..XXOXOXO,O,1,0.0
..XXOXXOO,O,1,0.36000000000000004
..XXX..OO,O,6,0.36000000000000004
..XXX.O.O,O,0,-0.2
..XXX.O.O,O,7,0.488
..XXX.OO.,O,0,-0.2
..XXXOOOX,O,1,-0.2
..XXXOOXO,O,0,-0.2
..XXXOOXO,O,1,0.0
.O......X,X,0,-0.2
.O......X,X,2,0.2
.O......X,X,4,-0.186944
.O......X,X,5,-0.1296
.O......X,X,6,0.8926258176
.O......X,X,7,0.0
.O.....X.,X,0,0.0
.O.....X.,X,2,0.54432
.O.....X.,X,3,0.2
.O.....XX,O,6,0.0
.O....OXX,X,2,0.0
.O....OXX,X,4,0.2
.O....X..,X,0,0.7685020874453811
.O....X..,X,2,0.030400000000000038
.O....X..,X,3,-0.2
.O....X..,X,5,-0.06559999999999999
.O....X..,X,7,0.2
.O....X.X,O,0,-0.2
.O....X.X,O,2,-0.2
.O....X.X,O,3,-0.36000000000000004
.O....X.X,O,4,-0.36000000000000004
.O....X.X,O,5,-0.36000000000000004
.O....X.X,O,7,-0.36000000000000004
.O....XOX,X,4,0.36000000000000004
.O....XX.,O,4,-0.2
.O...O.XX,X,0,0.2
.O...OX.X,X,4,0.417856
.O...X...,X,2,-0.2
.O...X...,X,4,0.36992
.O...X...,X,8,-0.36000000000000004
.O...X..X,O,2,0.5904
.O...X..X,O,6,-0.2
.O...X..X,O,7,-0.2
.O...X.OX,X,3,-0.03999999999999998
.O...X.OX,X,6,-0.2
.O...XO.X,X,3,0.2
.O...XO.X,X,7,-0.03999999999999998
.O...XOXX,O,2,-0.2
.O...XOXX,O,4,0.2
.O...XX..,O,2,-0.03999999999999998
.O...XX..,O,4,0.2
.O...XX..,O,7,-0.2
.O...XXO.,X,0,-0.03999999999999998
.O...XXOX,O,3,0.2
.O..O..XX,X,6,0.2
.O..O.X.X,X,7,0.67232
.O..O.XX.,X,0,0.2
.O..O.XX.,X,8,0.2
.O..OX..X,X,2,0.488
.O..OX..X,X,3,-0.2
.O..OX..X,X,7,-0.2
.O..OX.X.,X,3,-0.2
.O..OX.X.,X,6,-0.2
.O..OX.XX,O,2,0.2
.O..OXOXX,X,0,-0.2
.O..OXX..,X,8,0.03999999999999998
.O..OXX.X,O,0,-0.2
.O..OXX.X,O,7,0.2
.O..OXXX.,O,0,0.2
.O..OXXXO,X,0,0.0
.O..OXXXO,X,2,-0.2
.O..X....,X,0,0.72982784
.O..X....,X,5,0.03667138559999994
.O..X....,X,6,0.15791555461119994
.O..X....,X,7,0.19436693343599326
.O..X...X,O,0,0.36000000000000004
.O..X...X,O,2,-0.03999999999999998
.O..X...X,O,3,-0.2
.O..X...X,O,7,-0.2
.O..X..OX,X,0,0.36000000000000004
.O..X..X.,O,0,-0.2
.O..X..X.,O,2,0.06559999999999999
.O..X..X.,O,3,-0.33440000000000003
.O..X..X.,O,5,-0.36000000000000004
.O..X..X.,O,6,-0.33440000000000003
.O..X..X.,O,8,-0.36000000000000004
.O..X..XO,X,0,-0.2
.O..X..XO,X,3,-0.03999999999999998
.O..X..XO,X,5,0.34432
.O..X..XO,X,6,0.16
.O..X.O.X,X,2,0.2
.O..X.O.X,X,3,0.488
.O..X.O.X,X,7,-0.2
.O..X.OX.,X,0,0.36000000000000004
.O..X.OX.,X,2,-0.2
.O..X.OX.,X,3,0.16800000000000004
.O..X.OXX,O,0,0.2
.O..X.OXX,O,5,-0.2
.O..X.X..,O,0,0.23199999999999998
.O..X.X..,O,2,-0.2
.O..X.X..,O,3,-0.2
.O..X.X..,O,5,-0.3856
.O..X.X..,O,7,-0.36000000000000004
.O..X.X..,O,8,-0.36000000000000004
.O..X.X.O,X,2,0.36000000000000004
.O..X.XO.,X,2,0.36000000000000004
.O..X.XOX,O,0,-0.2
.O..X.XOX,O,3,-0.2
.O..X.XXO,O,0,-0.2
.O..X.XXO,O,3,0.0
.O..XO..X,X,0,0.36000000000000004
.O..XO..X,X,3,0.2
.O..XO.X.,X,8,0.36000000000000004
.O..XO.XX,O,3,-0.2
.O..XO.XX,O,6,-0.2
.O..XOOXX,X,0,0.36000000000000004
.O..XOX..,X,0,0.03999999999999998
.O..XOX..,X,3,0.488
.O..XOX.X,O,0,-0.2
.O..XOX.X,O,2,-0.16800000000000004
.O..XOX.X,O,3,-0.2
.O..XOX.X,O,7,-0.2
.O..XOXOX,X,0,0.2
.O..XOXOX,X,2,0.2
.O..XX...,O,0,-0.2
.O..XX...,O,2,0.1856
.O..XX...,O,3,-0.328
.O..XX...,O,6,-0.2
.O..XX...,O,7,-0.36000000000000004
.O..XX...,O,8,-0.36000000000000004
.O..XX..O,X,2,0.16
.O..XX..O,X,3,0.5904
.O..XX..O,X,7,0.0
.O..XX.O.,X,0,0.5904
.O..XX.O.,X,2,0.2
.O..XX.XO,O,0,-0.2
.O..XX.XO,O,2,-0.2
.O..XX.XO,O,3,0.0
